"","x"
"1",1261
"2",1265
"3",1172
"4",1078
"5",1900
"6",1513
"7",601
"8",370
"9",929
"10",1856
"11",1499
"12",1217
"13",1815
"14",1727
"15",1826
"16",1551
"17",419
"18",1481
"19",422
"20",1844
"21",1190
"22",371
"23",317
"24",370
"25",513
"26",602
"27",1072
"28",1173
"29",1997
"30",1078
"31",1074
"32",799
"33",1806
"34",1811
"35",1172
"36",1641
"37",1593
"38",1690
"39",1546
"40",1126
"41",1030
"42",1077
"43",1625
"44",1448
"45",1266
"46",1119
"47",2005
"48",1353
"49",1637
"50",1878
"51",1830
"52",1682
"53",1871
"54",2152
"55",1726
"56",2053
"57",1771
"58",2053
"59",1259
"60",1817
"61",1397
"62",2151
"63",2104
"64",1496
"65",984
"66",1445
"67",1352
"68",2190
"69",2191
"70",1484
"71",1490
"72",1732
"73",1969
"74",939
"75",1427
"76",235
"77",1058
"78",1393
"79",1246
"80",1110
"81",1615
"82",258
"83",251
"84",445
"85",444
"86",1242
"87",1272
"88",1272
"89",1319
"90",1366
"91",1343
"92",1616
"93",226
"94",2036
"95",1345
"96",1582
"97",1168
"98",938
"99",1904
"100",1405
"101",840
"102",1282
"103",1386
"104",1442
"105",2145
"106",940
"107",858
"108",910
"109",962
"110",1376
"111",1371
"112",453
"113",2033
"114",1059
"115",1295
"116",905
"117",576
"118",958
"119",2170
"120",2121
"121",2077
"122",1199
"123",598
"124",606
"125",1189
"126",1615
"127",406
"128",956
"129",716
"130",1135
"131",622
"132",1082
"133",296
"134",500
"135",1021
"136",1522
"137",597
"138",1199
"139",1055
"140",2165
"141",433
"142",625
"143",812
"144",1567
"145",1021
"146",1340
"147",1098
"148",2165
"149",811
"150",586
"151",1413
"152",913
"153",2123
"154",1390
"155",2035
"156",1107
"157",1100
"158",805
"159",586
"160",834
"161",558
"162",1191
"163",683
"164",1244
"165",1431
"166",999
"167",813
"168",962
"169",859
"170",680
"171",1024
"172",887
"173",1335
"174",1023
"175",1575
"176",1290
"177",1751
"178",1001
"179",490
"180",347
"181",827
"182",597
"183",878
"184",1616
"185",1332
"186",1183
"187",945
"188",713
"189",661
"190",477
"191",294
"192",205
"193",449
"194",547
"195",682
"196",2074
"197",851
"198",2166
"199",2166
"200",2164
"201",626
"202",489
"203",295
"204",1282
"205",1979
"206",571
"207",619
"208",759
"209",430
"210",575
"211",2163
"212",708
"213",521
"214",2163
"215",806
"216",191
"217",377
"218",761
"219",343
"220",156
"221",529
"222",677
"223",1556
"224",2072
"225",429
"226",566
"227",962
"228",2171
"229",1048
"230",757
"231",714
"232",1744
"233",1225
"234",436
"235",57
"236",439
"237",673
"238",443
"239",898
"240",192
"241",236
"242",575
"243",905
"244",962
"245",727
"246",1140
"247",1611
"248",604
"249",177
"250",25
"251",193
"252",945
"253",528
"254",530
"255",379
"256",519
"257",713
"258",622
"259",1281
"260",1602
"261",16
"262",1278
"263",454
"264",643
