"January","February","March","April","May","June","July","August","September","October","November","December"
237,134,175,102,91,61,38,22,31,136,266,303
833,856,839,835,524,14,414,1041,1097,952,698,708
201,158,257,293,656,1155,819,208,102,183,266,260
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
