"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
3.7636807,3.7984188,3.8108554,3.9979265,3.9211612,3.6242018,3.268457,2.8553922,2.3657598,2.7313218,3.0251548,3.3312063,3.556244,4.004706,4.6586556,5.149436,5.6112967,5.7990456,5.913873,5.522249,5.8699093,6.201111,6.500626,6.7464666
3.0660205,2.884096,2.9258845,2.7911768,2.379367,1.5350441,0.4758525,0.14908649,0.8930987,1.4297069,2.0677361,2.771605,3.613852,4.2909,5.0138154,5.63091,6.305618,6.435183,6.391921,7.0290246,7.2945166,7.2025247,7.228391,7.201421
0.95863456,1.753666,2.2323391,2.5274286,2.5683436,2.6399693,2.7412717,3.807571,3.3996572,3.9481733,3.8814778,3.877901,3.5652127,3.0352209,2.3705363,1.7712667,2.1372252,3.8566022,4.667848,5.2592897,5.418048,5.549822,5.979386,6.428057
2.4276094,2.0415862,1.0920514,0.837039,1.4949292,2.8414166,3.8417158,1.2956725,1.9002479,1.9716604,1.7544018,1.7176888,1.7443452,1.7566082,1.9671087,2.8193264,3.7430933,4.973548,6.318953,6.7799864,6.8562217,7.3059707,7.7572255,8.459544
6.1820974,5.534952,4.3057556,3.2187772,2.8349466,2.6106474,2.5071952,1.7830676,1.3526195,0.78274006,0.4499128,1.5479711,2.3634853,3.1482456,4.1207633,5.1419654,5.8346243,6.1334853,6.1082087,5.500653,5.653586,5.9692073,6.451953,6.705267
4.2779694,4.8901844,5.194332,4.737497,3.4216197,0.5483413,3.745482,3.4626706,3.2829309,4.0847335,4.244604,3.1364195,3.8187547,2.954538,1.3901026,2.3561425,4.3687057,4.3018427,4.1162167,5.3823614,6.2759933,6.898111,6.995518,7.1994324
3.6550894,3.2565637,2.720162,2.3098602,2.3229673,2.4886513,2.6565979,2.3480594,2.2434747,2.5427506,2.5675488,2.738533,3.6244175,4.085557,4.2183003,4.3697367,4.363029,4.785994,4.608689,4.4783077,5.4007297,5.609378,5.1577144,4.6627727
3.406385,2.9515684,2.7762485,2.8975568,2.9492476,2.7042718,2.605084,2.937765,2.2545738,2.1279578,2.667247,2.5128608,2.5473745,3.629678,4.3431516,5.191378,4.8112226,4.9140887,4.3901978,5.3616486,6.000719,5.8735695,5.9789877,6.2669964
3.7279487,3.325214,2.806531,2.568891,2.5019202,2.267577,2.0647805,2.1560519,2.1358354,2.2216303,2.5526383,3.163621,3.7903943,4.428721,5.250994,6.270951,5.805828,5.70613,5.891371,5.2463274,4.964625,5.235946,5.5612855,5.6644454
4.8754287,4.936156,4.664423,4.352643,4.218204,4.3308377,4.1944447,3.487183,2.864215,2.7927685,2.5176606,2.5829,2.6784568,3.049471,4.198116,4.5314217,5.06004,5.3998413,5.480078,5.326866,5.639284,6.0503926,6.3773613,6.6934886
4.725262,4.7108846,4.4073796,4.2959075,4.3024507,3.934916,3.5019047,2.3640337,2.4178593,2.283254,2.2249115,2.9293377,2.7272484,2.1077075,1.5355138,1.0482904,2.067865,3.8610437,4.6544023,5.7918234,6.132552,6.385522,6.3986726,6.258299
4.7885785,4.7351947,4.451894,3.5072827,2.3490121,0.38809603,1.7921698,2.3962438,1.8071685,1.6834182,3.2646937,4.4493346,3.858011,4.240181,4.474364,4.7413626,4.724955,4.453288,4.484371,5.109369,5.4988613,5.4046807,5.530823,5.8833632
0.5136762,0.38501054,0.119627796,0.46543214,0.933212,1.4678252,1.8263742,2.141259,2.8780086,3.2701719,3.699035,4.544936,4.669801,4.508077,4.324084,4.526782,4.728852,5.417576,6.0384054,5.892388,6.2898173,6.3943233,6.439515,6.193341
3.2723947,3.2996612,2.961502,2.6108727,2.5254312,2.5688307,2.4098356,2.8005764,2.7077427,2.3934836,1.7876185,1.5881529,1.3378359,1.0481303,0.5095638,2.2632327,4.232574,5.330194,6.0126677,5.7941,6.0809383,6.764112,7.283507,7.500834
2.598974,2.7752745,1.8560914,1.3639452,3.8586202,5.0750523,4.077475,3.230107,3.0934553,2.1175616,1.3716519,0.7989968,0.52796626,1.3080213,2.2573557,3.1563506,4.315748,5.2923274,5.4314375,6.2050705,6.0923715,6.3957405,6.4214993,6.866813
4.6346903,4.4288735,4.1399164,4.0139885,3.6521783,2.8137274,1.7713718,2.6385741,2.6501253,2.2121384,2.1246183,1.6487887,1.3200088,1.4543488,1.8676183,2.4009776,2.8514707,3.5460796,4.4029136,4.6863575,5.1301956,5.652843,6.1366177,6.3640437
1.1897609,1.6026876,1.6695317,2.1171677,2.4030151,2.6462398,2.3149838,1.9510808,1.5433522,0.9937081,0.62764615,1.0121859,1.2187365,1.2970629,1.9316102,2.7643828,3.8395875,4.3021927,4.9319606,5.6596894,6.1315618,6.7895694,7.4204183,7.675626
5.6159115,4.7628593,4.253222,3.859829,3.645171,3.3614976,2.9598002,3.6088884,3.6559916,2.9526005,1.6094116,1.0232649,1.641399,2.3496132,3.4339314,4.318089,4.9065957,5.209195,5.909916,6.328742,6.5706196,7.2879086,7.719696,7.235459
2.332485,2.134103,1.7675056,1.2435415,1.12859,1.2856408,1.9185606,2.568237,3.1155949,3.2041342,2.2237954,1.937474,1.8951497,2.3581147,2.8718808,3.4700153,4.3788505,5.331384,5.8073554,5.6174164,6.405069,7.057807,7.2424507,6.5776215
3.399257,3.4875317,3.6116788,3.71012,3.9512966,3.680708,2.8785534,1.9893329,1.9653808,1.6520466,1.4719121,1.9761494,2.7663352,3.1605792,3.4764,4.361345,4.89513,5.170102,5.269605,5.9729276,5.956918,5.826995,5.956138,5.7904177
4.9943447,4.9400997,4.6001186,4.0301795,3.4866424,2.9863853,2.506396,1.2821083,1.4064988,1.2654172,1.5212713,2.0916946,3.1185107,3.6069458,3.948648,4.0996547,4.3373466,4.6934843,4.4291477,4.815806,5.014197,4.756283,4.294593,3.6813345
3.1089377,2.7469723,2.9076326,3.0677254,3.2474852,3.370488,3.6361248,3.6886098,4.1498485,4.660435,4.891467,4.6107507,4.473065,4.8890495,5.035804,5.0717607,4.99885,5.2972713,5.535522,5.8732486,5.775764,5.683487,5.5041604,5.2105145
3.7700832,3.5963805,3.5984273,3.5403638,3.2295554,2.74842,2.5015848,3.5301223,2.67182,1.9450256,2.1292868,2.7910898,3.1133358,3.253479,3.7531426,4.2478385,4.769549,4.914148,5.118751,5.601843,5.308991,4.8272996,4.1343656,3.6316674
4.0066614,3.4928002,3.127624,3.008361,3.0163052,2.9265215,3.0773509,2.4887848,2.6117928,3.1755462,3.483648,3.793652,4.1599073,4.3361526,4.3928695,4.5017066,4.9277883,5.254656,5.5950656,6.1296053,6.457202,6.686116,7.086327,7.6034856
4.4116063,4.136929,3.9701116,3.400672,2.8354094,2.3838546,2.183002,2.3487556,2.2261555,2.5156205,2.8235734,3.495684,4.264597,4.478596,5.3247895,6.6506534,7.121545,7.6842065,7.6886597,7.2266064,6.4844823,5.7432146,4.9520507,4.2060413
2.1769123,1.2307085,1.6729103,2.8593602,3.6466079,3.8692782,3.8017428,2.9584258,2.7898645,2.7073858,2.7633393,2.9616446,3.5327945,4.0916486,5.145966,5.655442,5.75838,5.938851,5.947422,6.596988,6.9103127,7.300664,7.21572,6.8843937
7.8289557,6.41275,5.2888727,3.802467,2.800011,2.4243298,2.6959603,3.3828948,3.3248792,3.243309,3.4212346,3.802662,4.7287426,5.3850737,5.8113995,6.2313385,6.566083,6.4005895,5.8779583,5.7294292,5.3199024,5.284898,5.558895,5.7264266
4.864911,4.299814,3.981437,3.8901477,3.7034822,3.395475,3.1510875,2.8315988,2.7088156,2.5753264,2.7816226,3.0341802,3.4577334,3.8277385,4.31697,4.830533,4.9589725,5.5324616,5.898287,5.735715,6.032908,6.4267383,6.70091,6.802059
4.454938,4.527869,4.6169376,4.6908374,4.647833,4.2434,3.7057834,2.964219,3.258916,3.1857905,3.0671337,3.0226936,3.383472,3.7891467,4.1521993,4.161712,4.9762387,5.8293567,6.285966,5.5847087,5.777405,6.3419447,7.053561,7.5447173
2.5988503,1.8651092,1.3574275,1.1626652,1.1666983,2.2796378,3.4718568,4.260281,4.065451,4.238546,4.490754,5.0470786,4.4431,4.2512856,3.8807561,5.0036573,6.148895,7.216399,7.3242245,6.362821,5.435098,4.5992503,4.2983193,4.506246
2.8470051,2.9248958,2.9843094,3.217649,2.8562064,2.7030528,2.7398949,2.2933872,2.0513885,2.1021125,2.244148,2.2473845,2.069793,1.7545033,1.9178393,3.5055063,5.100086,5.7965417,5.9459543,6.2808414,5.774101,5.520743,5.601164,6.128476
3.5714622,3.4199557,4.176816,3.7829301,3.491579,2.95251,2.5576642,2.1401305,2.2931728,2.1273386,1.5124928,1.1657248,1.4103088,2.0133643,2.6666026,3.6175086,4.3293424,4.475227,4.4000106,4.9335527,4.908101,4.9241824,5.7081804,6.090215
3.6425757,3.665264,2.9477017,2.4307973,2.193785,2.3685482,2.0589967,3.0300503,3.4795377,3.4446602,3.8426833,3.980968,3.7775986,3.616049,3.5955331,3.6780677,4.1306033,4.4155893,4.76944,4.536526,4.9230666,5.14006,4.7359805,4.640998
4.659371,4.1112056,3.702626,3.5924628,3.515556,3.5021744,3.4141533,2.8321557,2.703701,2.4127245,2.03723,1.9361112,2.1291893,2.5826545,2.647004,3.163861,3.4243157,4.504507,5.217748,5.592333,5.670991,5.8493495,6.0156784,6.2222624
4.914877,4.6029787,4.337073,3.8460903,3.8614113,4.0715194,4.432716,3.6565018,3.7170885,3.1429863,2.715295,2.14175,2.0350764,3.0216506,3.379716,3.8507996,5.000873,6.0701637,6.156501,4.809526,4.546152,4.5357556,4.5891476,4.4199014
4.6840987,4.975771,5.007522,4.8221426,4.461049,4.041576,3.5463011,3.0166845,2.9263113,3.4169345,3.6221013,4.2933545,4.4702897,4.3074565,4.70458,5.5895157,5.9314456,6.618439,6.6704764,6.255768,5.501273,4.9311357,4.598811,4.2950573
1.5269831,1.0977006,0.5447225,0.25890896,0.78752923,1.1755614,1.3168972,0.6574529,1.0845836,0.7269302,0.3065272,0.7658451,1.3934859,1.9274418,2.4151423,3.1337256,3.7315571,4.521507,5.074581,5.5916605,5.7729077,6.3738365,6.8338733,7.530626
2.8603878,2.5921688,2.5252364,2.5001621,2.3567576,2.1869996,2.090419,1.7731518,1.7703258,2.756087,3.3949394,3.7507887,3.9735749,4.339248,4.685994,5.0744605,5.489248,5.9015737,6.0973587,6.3357,6.1441393,6.3243184,6.5570755,6.870168
2.4151502,2.1564956,1.8486798,1.6348927,1.721451,2.0906274,2.2379043,2.970549,2.8219278,1.8015758,0.2771032,1.6416019,2.3043783,2.6733515,3.407522,4.774115,5.9214687,6.4953475,6.4739833,6.505599,6.8193026,7.274441,7.6236863,7.883951
5.4982233,4.8490777,4.376448,3.914624,3.323853,2.4302351,2.198628,2.2280362,1.89383,1.992482,2.9101284,3.0759296,3.4603736,4.2536497,4.677372,5.0462103,5.5379868,5.754607,5.8317323,6.341715,5.9856486,5.608675,5.21034,5.5095973
3.7983203,4.014184,4.026261,3.9695466,3.8905494,3.8291001,4.0405416,4.0182962,3.770477,3.9461277,3.8844674,3.6222928,3.5991092,3.8712347,4.2035184,4.58652,4.9340987,5.3666563,5.748042,5.947849,5.7304907,5.539845,4.895144,4.9442105
