"","x"
"1",4
"2",5
"3",45
"4",173
"5",311
"6",386
"7",435
"8",444
"9",447
"10",522
"11",677
"12",696
"13",727
"14",737
"15",743
"16",747
"17",836
"18",861
"19",890
"20",940
"21",987
"22",1008
"23",1039
"24",1086
"25",1088
"26",1116
"27",1138
"28",1143
"29",1184
"30",1385
"31",1406
"32",1444
"33",1467
"34",1468
"35",1498
"36",1509
"37",1550
"38",1699
"39",1733
"40",1758
"41",1809
"42",1810
"43",1833
"44",1839
"45",1899
"46",1914
"47",2100
"48",2102
"49",2103
"50",2122
"51",2123
"52",2168
"53",2177
"54",2182
"55",2220
"56",2312
"57",2373
"58",2375
"59",2415
"60",2434
"61",2478
"62",2555
"63",2600
"64",2644
"65",2661
"66",2709
"67",2717
"68",2837
"69",2848
"70",2858
"71",2860
"72",2880
"73",2893
"74",2903
"75",2910
"76",3071
"77",3210
"78",3218
"79",3228
"80",3248
"81",3269
"82",3289
"83",3294
"84",3314
"85",3349
"86",3351
"87",3367
"88",3402
"89",3412
"90",3587
"91",3615
"92",3616
"93",3630
"94",3652
"95",3653
"96",3745
"97",3777
"98",3779
"99",3790
"100",3817
"101",3821
"102",3822
"103",3824
"104",3830
"105",3920
"106",3948
"107",3972
"108",3973
"109",4013
"110",4021
"111",4022
"112",4025
"113",4028
"114",4031
"115",4052
"116",4093
"117",4142
"118",4152
"119",4248
"120",4280
"121",4321
"122",4336
"123",4360
"124",4455
"125",4481
"126",4567
"127",4584
"128",4662
"129",4685
"130",4686
"131",4703
"132",4762
"133",4775
"134",4856
"135",4923
"136",4965
"137",5024
"138",5035
"139",5063
"140",5066
"141",5068
"142",5076
"143",5079
"144",5091
"145",5092
"146",5094
"147",5106
"148",5114
"149",5125
"150",5175
"151",5181
"152",5276
"153",5362
"154",5449
"155",5463
"156",5468
"157",5470
"158",5507
"159",5543
"160",5551
"161",5559
"162",5603
"163",5621
"164",5626
"165",5756
"166",5759
"167",5813
"168",5818
"169",5840
"170",5852
"171",5874
"172",5920
"173",5938
"174",5942
"175",5989
"176",6053
"177",6141
"178",6184
"179",6200
"180",6202
"181",6205
"182",6216
"183",6221
"184",6274
"185",6280
"186",6321
"187",6327
"188",6328
"189",6459
"190",6467
"191",6502
"192",6521
"193",6523
"194",6538
"195",6539
"196",6540
"197",6541
"198",6544
"199",6589
"200",6593
"201",6620
"202",6630
"203",6697
"204",6866
"205",6878
"206",6885
"207",6895
"208",6898
"209",6907
"210",6938
"211",6948
"212",6987
"213",6991
"214",7034
"215",7076
"216",7202
"217",7261
"218",7263
"219",7284
"220",7285
"221",7299
"222",7324
"223",7369
"224",7371
"225",7431
"226",7452
"227",7459
"228",7610
"229",7614
"230",7616
"231",7645
"232",7650
"233",7654
"234",7715
"235",7742
"236",7958
"237",8001
"238",8035
"239",8048
"240",8094
"241",8173
"242",8203
"243",8205
"244",8207
"245",8226
"246",8334
"247",8336
"248",8339
"249",8341
"250",8381
"251",8389
"252",8410
"253",8448
"254",8455
"255",8510
"256",8522
"257",8668
"258",8702
"259",8703
"260",8710
"261",8781
"262",8808
"263",8823
"264",8836
"265",8846
"266",8915
"267",8973
"268",9086
"269",9094
"270",9106
"271",9172
"272",9176
"273",9193
"274",9196
"275",9233
"276",9428
"277",9429
"278",9441
"279",9442
"280",9456
"281",9465
"282",9468
"283",9557
"284",9559
"285",9582
"286",9589
"287",9616
"288",9639
"289",9774
"290",9793
"291",9835
"292",9836
"293",9991
"294",10054
"295",10184
"296",10190
"297",10199
"298",10236
"299",10251
"300",10276
"301",10280
"302",10293
"303",10306
"304",10531
"305",10536
"306",10550
"307",10571
"308",10577
"309",10588
"310",10671
"311",10703
"312",10864
"313",10869
"314",10880
"315",10889
"316",10897
"317",10942
"318",11004
"319",11010
"320",11011
"321",11018
"322",11028
"323",11038
"324",11043
"325",11075
"326",11080
"327",11242
"328",11244
"329",11257
"330",11271
"331",11273
"332",11317
"333",11319
"334",11358
"335",11378
"336",11384
"337",11595
"338",11600
"339",11621
"340",11661
"341",11681
"342",11710
"343",11984
"344",11990
"345",11995
"346",11999
"347",12001
"348",12002
"349",12010
"350",12048
"351",12061
"352",12067
"353",12070
"354",12098
"355",12127
"356",12151
"357",12159
"358",12190
"359",12355
"360",12375
"361",12391
"362",12422
"363",12423
"364",12471
"365",12608
"366",12720
"367",12724
"368",12733
"369",12797
"370",12834
"371",12857
"372",12908
"373",12932
"374",12940
"375",12964
"376",13100
"377",13101
"378",13102
"379",13115
"380",13162
"381",13166
"382",13174
"383",13302
"384",13501
"385",13579
"386",13580
"387",13808
"388",13819
"389",13820
"390",13839
"391",13901
"392",13970
"393",14003
"394",14093
"395",14209
"396",14269
"397",14282
"398",14337
"399",14372
"400",14396
"401",14572
"402",14600
"403",14604
"404",14606
"405",14637
"406",14638
"407",14663
"408",14681
"409",14684
"410",14747
"411",14898
"412",14901
"413",14904
"414",14906
"415",14922
"416",14925
"417",14954
