"January","February","March","April","May","June","July","August","September","October","November","December"
237,187,237,158,173,120,45,25,44,149,283,278
347,302,370,682,1098,1110,1226,869,271,330,391,360
687,659,664,390,0,0,0,377,915,792,556,633
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
