"","x"
"1",19
"2",81
"3",355
"4",386
"5",396
"6",440
"7",445
"8",493
"9",496
"10",835
"11",1192
"12",1556
"13",1564
"14",1565
"15",1566
"16",1583
"17",1584
"18",1589
"19",1592
"20",1604
"21",1918
"22",1923
"23",1925
"24",1956
"25",1967
"26",1968
"27",1983
"28",2170
"29",2173
"30",2232
"31",2258
"32",2298
"33",3006
"34",3018
"35",3025
"36",3040
"37",3045
"38",3051
"39",3277
"40",3375
"41",3376
"42",3379
"43",3387
"44",3411
"45",3415
"46",3416
"47",3434
"48",3447
"49",3470
"50",3797
"51",4038
"52",4103
"53",4104
"54",4134
"55",5110
"56",5152
"57",5154
"58",5198
"59",5550
"60",5562
"61",5566
"62",5570
"63",5581
"64",5615
"65",5894
"66",5905
"67",5945
"68",5951
"69",5954
"70",5956
"71",5962
"72",5963
"73",6305
"74",6309
"75",6737
"76",6989
"77",7006
"78",7012
"79",7050
"80",7065
"81",7349
"82",7352
"83",7388
"84",7399
"85",7403
"86",7407
"87",7413
"88",7450
"89",7480
"90",7677
"91",7766
"92",7768
"93",7783
"94",7784
"95",7821
"96",8075
"97",8097
"98",8112
"99",8120
"100",8182
"101",8450
"102",8481
"103",8492
"104",8510
"105",8516
"106",8780
"107",8787
"108",8794
"109",8795
"110",8796
"111",8826
"112",9205
"113",9214
"114",9294
"115",9597
"116",9603
"117",9610
"118",9906
"119",9963
"120",9975
"121",10305
"122",10306
"123",10307
"124",10315
"125",10322
"126",10323
"127",10338
"128",10346
"129",10348
"130",10368
"131",10375
"132",10376
"133",10379
"134",10606
"135",10645
"136",10652
"137",10659
"138",10672
"139",10684
"140",10690
"141",10692
"142",10695
"143",10699
"144",10705
"145",10707
"146",10708
"147",10716
"148",10723
"149",10728
"150",10730
"151",10731
"152",10746
"153",10755
"154",10759
"155",10772
"156",10776
"157",11029
"158",11035
"159",11334
"160",11366
"161",11383
"162",11389
"163",11417
"164",11418
"165",11422
"166",11423
"167",11434
"168",11440
"169",11446
"170",11449
"171",11482
"172",11494
"173",11728
"174",11750
"175",11761
"176",11785
"177",11823
"178",11838
"179",11874
"180",12170
"181",12207
"182",12236
"183",12541
"184",12584
"185",12831
"186",12840
"187",12855
"188",12876
"189",12890
"190",13216
"191",13233
"192",13234
"193",13246
"194",13271
"195",13556
"196",13619
"197",13623
"198",13625
"199",13654
"200",13697
"201",13917
"202",13918
"203",13970
"204",13971
"205",13990
"206",14007
"207",14025
"208",14058
"209",14251
"210",14267
"211",14310
"212",14362
"213",14399
"214",14644
"215",14689
"216",14690
"217",14692
"218",14711
"219",14712
"220",14713
"221",14762
