"","x"
"1",11
"2",31
"3",59
"4",102
"5",106
"6",137
"7",278
"8",323
"9",354
"10",356
"11",372
"12",456
"13",466
"14",498
"15",706
"16",720
"17",721
"18",784
"19",792
"20",840
"21",841
"22",880
"23",1126
"24",1495
"25",1558
"26",1605
"27",1829
"28",1878
"29",1899
"30",1933
"31",1934
"32",1952
"33",1954
"34",2179
"35",2222
"36",2225
"37",2262
"38",2273
"39",2277
"40",2279
"41",2305
"42",2307
"43",2309
"44",2343
"45",2552
"46",2553
"47",2576
"48",2583
"49",2609
"50",2633
"51",2642
"52",2653
"53",2665
"54",2944
"55",3002
"56",3008
"57",3012
"58",3027
"59",3050
"60",3052
"61",3054
"62",3106
"63",3115
"64",3118
"65",3297
"66",3378
"67",3389
"68",3393
"69",3417
"70",3445
"71",3467
"72",3474
"73",3481
"74",3662
"75",3697
"76",3707
"77",3765
"78",4076
"79",4089
"80",4107
"81",4137
"82",4147
"83",4157
"84",4180
"85",4347
"86",4403
"87",4420
"88",4423
"89",4453
"90",4524
"91",4573
"92",4819
"93",4833
"94",4866
"95",5109
"96",5158
"97",5227
"98",5230
"99",5251
"100",5258
"101",5287
"102",5484
"103",5485
"104",5522
"105",5545
"106",5547
"107",5561
"108",5572
"109",5576
"110",5613
"111",5625
"112",5629
"113",5808
"114",5936
"115",6055
"116",6156
"117",6187
"118",6215
"119",6250
"120",6251
"121",6254
"122",6284
"123",6291
"124",6308
"125",6324
"126",6341
"127",6656
"128",6657
"129",6898
"130",6965
"131",6970
"132",7140
"133",7291
"134",7404
"135",7405
"136",7437
"137",7721
"138",7753
"139",7767
"140",7789
"141",7846
"142",8074
"143",8105
"144",8128
"145",8161
"146",8163
"147",8168
"148",8197
"149",8535
"150",8556
"151",8566
"152",8567
"153",8759
"154",8803
"155",8805
"156",8816
"157",8846
"158",8872
"159",8912
"160",8987
"161",9142
"162",9157
"163",9199
"164",9204
"165",9585
"166",9611
"167",9623
"168",9636
"169",9646
"170",9673
"171",9705
"172",9966
"173",10313
"174",10324
"175",10332
"176",10356
"177",10584
"178",10595
"179",10620
"180",10649
"181",10682
"182",10697
"183",10719
"184",10733
"185",10750
"186",10907
"187",10988
"188",10989
"189",10990
"190",10998
"191",11025
"192",11069
"193",11115
"194",11293
"195",11301
"196",11336
"197",11385
"198",11425
"199",11429
"200",11451
"201",11452
"202",11470
"203",11475
"204",11503
"205",11514
"206",11519
"207",11536
"208",11730
"209",11739
"210",11763
"211",11828
"212",12030
"213",12047
"214",12153
"215",12155
"216",12230
"217",12250
"218",12420
"219",12454
"220",12483
"221",12489
"222",12560
"223",12603
"224",12604
"225",12614
"226",12865
"227",12985
"228",13135
"229",13185
"230",13189
"231",13215
"232",13261
"233",13291
"234",13501
"235",13565
"236",13607
"237",13609
"238",13655
"239",13717
"240",13897
"241",13912
"242",13972
"243",13997
"244",14244
"245",14261
"246",14265
"247",14295
"248",14327
"249",14364
"250",14402
"251",14675
"252",14706
"253",14721
"254",14743
"255",14753
"256",14941
"257",14959
