"January","February","March","April","May","June","July","August","September","October","November","December"
301,268,354,438,1128,1162,1228,566,180,298,384,365
246,139,197,114,92,68,43,22,30,144,287,322
724,741,720,678,51,0,0,683,1020,829,559,584
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
