"January","February","March","April","May","June","July","August","September","October","November","December"
263,250,370,717,1102,1102,1194,936,236,286,339,330
299,175,249,150,169,128,77,42,44,179,350,384
709,723,652,363,0,0,0,293,950,806,541,557
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
