"January","February","March","April","May","June","July","August","September","October","November","December"
145,121,138,98,65,49,17,10,17,85,171,165
235,188,231,234,384,442,261,101,117,202,281,267
341,309,394,632,822,739,993,917,266,360,359,331
550,530,508,266,0,0,0,243,830,624,419,508
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
