"","x"
"1",1
"2",2
"3",3
"4",4
"5",14
"6",34
"7",45
"8",47
"9",154
"10",171
"11",366
"12",388
"13",450
"14",453
"15",523
"16",524
"17",651
"18",668
"19",671
"20",685
"21",690
"22",701
"23",729
"24",749
"25",813
"26",814
"27",816
"28",878
"29",906
"30",963
"31",1003
"32",1086
"33",1089
"34",1100
"35",1119
"36",1120
"37",1121
"38",1122
"39",1129
"40",1130
"41",1137
"42",1180
"43",1181
"44",1382
"45",1383
"46",1407
"47",1415
"48",1428
"49",1430
"50",1432
"51",1527
"52",1550
"53",1555
"54",1556
"55",1721
"56",1755
"57",1792
"58",1793
"59",1804
"60",1807
"61",1809
"62",1830
"63",1835
"64",1844
"65",1849
"66",1851
"67",2097
"68",2101
"69",2133
"70",2137
"71",2157
"72",2159
"73",2161
"74",2163
"75",2167
"76",2168
"77",2184
"78",2185
"79",2188
"80",2219
"81",2383
"82",2424
"83",2477
"84",2478
"85",2489
"86",2506
"87",2507
"88",2523
"89",2547
"90",2621
"91",2624
"92",2626
"93",2649
"94",2650
"95",2675
"96",2715
"97",2716
"98",2718
"99",2767
"100",2859
"101",2860
"102",2880
"103",2981
"104",2987
"105",2988
"106",3024
"107",3057
"108",3118
"109",3194
"110",3229
"111",3230
"112",3270
"113",3353
"114",3358
"115",3427
"116",3462
"117",3497
"118",3546
"119",3571
"120",3602
"121",3617
"122",3620
"123",3621
"124",3630
"125",3632
"126",3635
"127",3636
"128",3637
"129",3700
"130",3838
"131",3844
"132",3949
"133",3981
"134",3993
"135",4005
"136",4006
"137",4012
"138",4020
"139",4027
"140",4098
"141",4108
"142",4134
"143",4142
"144",4152
"145",4155
"146",4279
"147",4280
"148",4322
"149",4326
"150",4329
"151",4333
"152",4356
"153",4360
"154",4408
"155",4410
"156",4411
"157",4414
"158",4416
"159",4417
"160",4418
"161",4419
"162",4435
"163",4436
"164",4682
"165",4712
"166",4719
"167",4722
"168",4734
"169",4839
"170",4869
"171",4883
"172",5043
"173",5089
"174",5090
"175",5091
"176",5098
"177",5100
"178",5101
"179",5113
"180",5121
"181",5147
"182",5172
"183",5178
"184",5185
"185",5203
"186",5208
"187",5209
"188",5245
"189",5286
"190",5288
"191",5429
"192",5435
"193",5506
"194",5517
"195",5568
"196",5573
"197",5584
"198",5589
"199",5594
"200",5620
"201",5779
"202",5804
"203",5822
"204",5836
"205",5912
"206",5943
"207",5944
"208",5949
"209",5982
"210",6129
"211",6146
"212",6159
"213",6165
"214",6166
"215",6169
"216",6223
"217",6269
"218",6271
"219",6280
"220",6312
"221",6317
"222",6363
"223",6482
"224",6503
"225",6520
"226",6536
"227",6541
"228",6550
"229",6889
"230",6896
"231",6904
"232",6921
"233",6949
"234",6995
"235",6996
"236",7044
"237",7245
"238",7260
"239",7268
"240",7293
"241",7302
"242",7303
"243",7320
"244",7350
"245",7609
"246",7639
"247",7651
"248",7736
"249",7770
"250",7800
"251",7947
"252",8028
"253",8029
"254",8031
"255",8204
"256",8298
"257",8340
"258",8390
"259",8393
"260",8399
"261",8406
"262",8413
"263",8497
"264",8625
"265",8736
"266",8753
"267",8773
"268",8836
"269",8861
"270",8863
"271",8866
"272",9062
"273",9093
"274",9109
"275",9137
"276",9138
"277",9156
"278",9157
"279",9172
"280",9271
"281",9300
"282",9429
"283",9458
"284",9474
"285",9485
"286",9555
"287",9562
"288",9565
"289",9590
"290",9617
"291",9675
"292",9677
"293",9777
"294",9805
"295",9835
"296",9837
"297",9868
"298",9890
"299",9898
"300",9912
"301",9965
"302",10228
"303",10253
"304",10270
"305",10271
"306",10280
"307",10286
"308",10545
"309",10553
"310",10558
"311",10560
"312",10568
"313",10581
"314",10589
"315",10591
"316",10629
"317",10674
"318",10677
"319",10687
"320",10704
"321",10887
"322",10888
"323",10889
"324",10939
"325",10949
"326",10957
"327",10990
"328",11020
"329",11262
"330",11292
"331",11294
"332",11314
"333",11315
"334",11409
"335",11599
"336",11619
"337",11627
"338",11642
"339",11652
"340",11653
"341",11663
"342",11666
"343",11679
"344",11681
"345",11711
"346",11755
"347",11762
"348",11816
"349",11990
"350",11994
"351",11998
"352",12104
"353",12105
"354",12117
"355",12152
"356",12153
"357",12197
"358",12324
"359",12338
"360",12355
"361",12377
"362",12396
"363",12399
"364",12405
"365",12471
"366",12540
"367",12619
"368",12712
"369",12743
"370",12760
"371",12764
"372",12812
"373",12835
"374",12873
"375",12895
"376",12909
"377",13115
"378",13160
"379",13161
"380",13162
"381",13163
"382",13289
"383",13457
"384",13459
"385",13461
"386",13479
"387",13518
"388",13545
"389",13839
"390",13840
"391",13905
"392",13938
"393",14011
"394",14014
"395",14168
"396",14169
"397",14171
"398",14172
"399",14208
"400",14213
"401",14232
"402",14316
"403",14531
"404",14532
"405",14568
"406",14572
"407",14602
"408",14603
"409",14606
"410",14622
"411",14623
"412",14628
"413",14635
"414",14636
"415",14665
"416",14668
"417",14684
"418",14746
"419",14884
"420",14904
"421",14923
