"","x"
"1",11
"2",16
"3",60
"4",75
"5",337
"6",345
"7",351
"8",360
"9",365
"10",423
"11",640
"12",661
"13",679
"14",681
"15",742
"16",969
"17",1007
"18",1022
"19",1040
"20",1068
"21",1102
"22",1118
"23",1156
"24",1184
"25",1385
"26",1387
"27",1414
"28",1455
"29",1494
"30",1531
"31",1783
"32",1786
"33",1798
"34",1800
"35",1803
"36",1811
"37",1825
"38",1904
"39",1923
"40",1924
"41",2092
"42",2119
"43",2138
"44",2156
"45",2177
"46",2191
"47",2193
"48",2197
"49",2218
"50",2220
"51",2221
"52",2237
"53",2446
"54",2462
"55",2476
"56",2536
"57",2537
"58",2550
"59",2556
"60",2598
"61",2599
"62",2609
"63",2670
"64",2820
"65",2849
"66",2874
"67",2886
"68",2891
"69",2896
"70",2950
"71",2980
"72",3020
"73",3219
"74",3235
"75",3247
"76",3249
"77",3267
"78",3269
"79",3302
"80",3320
"81",3338
"82",3395
"83",3569
"84",3575
"85",3580
"86",3593
"87",3601
"88",3604
"89",3641
"90",3705
"91",3743
"92",3889
"93",3945
"94",3975
"95",3976
"96",3978
"97",4019
"98",4044
"99",4088
"100",4091
"101",4229
"102",4274
"103",4290
"104",4363
"105",4380
"106",4390
"107",4426
"108",4695
"109",4725
"110",4727
"111",4736
"112",4753
"113",4754
"114",4762
"115",4774
"116",4851
"117",4994
"118",5045
"119",5053
"120",5064
"121",5070
"122",5088
"123",5093
"124",5106
"125",5114
"126",5118
"127",5119
"128",5125
"129",5127
"130",5179
"131",5181
"132",5201
"133",5449
"134",5452
"135",5459
"136",5501
"137",5523
"138",5755
"139",5757
"140",5781
"141",5795
"142",5796
"143",5798
"144",5819
"145",5831
"146",5859
"147",5873
"148",6141
"149",6145
"150",6176
"151",6182
"152",6194
"153",6196
"154",6200
"155",6204
"156",6211
"157",6237
"158",6309
"159",6538
"160",6544
"161",6545
"162",6557
"163",6594
"164",6636
"165",6644
"166",6703
"167",6853
"168",6855
"169",6876
"170",6893
"171",6902
"172",6920
"173",6933
"174",6941
"175",6944
"176",6963
"177",6987
"178",6993
"179",6998
"180",7009
"181",7015
"182",7211
"183",7230
"184",7247
"185",7253
"186",7254
"187",7262
"188",7349
"189",7363
"190",7546
"191",7616
"192",7635
"193",7637
"194",7641
"195",7656
"196",7716
"197",7722
"198",7723
"199",7724
"200",7750
"201",7903
"202",7960
"203",7975
"204",7976
"205",7984
"206",7993
"207",7999
"208",8016
"209",8023
"210",8048
"211",8115
"212",8333
"213",8360
"214",8379
"215",8404
"216",8425
"217",8443
"218",8466
"219",8477
"220",8521
"221",8672
"222",8699
"223",8701
"224",8709
"225",8719
"226",8731
"227",8734
"228",8757
"229",8766
"230",8806
"231",8818
"232",8856
"233",9084
"234",9092
"235",9104
"236",9108
"237",9114
"238",9116
"239",9127
"240",9147
"241",9175
"242",9354
"243",9466
"244",9545
"245",9546
"246",9557
"247",9577
"248",9799
"249",9834
"250",9850
"251",9852
"252",9854
"253",9878
"254",9884
"255",9886
"256",9955
"257",10148
"258",10149
"259",10204
"260",10227
"261",10229
"262",10285
"263",10309
"264",10539
"265",10540
"266",10542
"267",10549
"268",10552
"269",10557
"270",10567
"271",10571
"272",10576
"273",10582
"274",10583
"275",10588
"276",10604
"277",10634
"278",10641
"279",10666
"280",10673
"281",10676
"282",10683
"283",10828
"284",10880
"285",10945
"286",10988
"287",11000
"288",11028
"289",11224
"290",11229
"291",11232
"292",11235
"293",11275
"294",11280
"295",11288
"296",11326
"297",11338
"298",11357
"299",11359
"300",11375
"301",11384
"302",11386
"303",11411
"304",11591
"305",11593
"306",11616
"307",11634
"308",11646
"309",11651
"310",11677
"311",11682
"312",11688
"313",11710
"314",11729
"315",11757
"316",11763
"317",11974
"318",11975
"319",11976
"320",11984
"321",11985
"322",12000
"323",12004
"324",12012
"325",12026
"326",12056
"327",12065
"328",12066
"329",12078
"330",12118
"331",12129
"332",12133
"333",12272
"334",12323
"335",12335
"336",12349
"337",12367
"338",12387
"339",12404
"340",12421
"341",12425
"342",12426
"343",12427
"344",12428
"345",12433
"346",12450
"347",12452
"348",12455
"349",12468
"350",12486
"351",12498
"352",12704
"353",12705
"354",12709
"355",12711
"356",12724
"357",12736
"358",12798
"359",12802
"360",12838
"361",13009
"362",13025
"363",13091
"364",13098
"365",13099
"366",13108
"367",13116
"368",13127
"369",13128
"370",13135
"371",13136
"372",13138
"373",13151
"374",13159
"375",13167
"376",13206
"377",13230
"378",13370
"379",13406
"380",13454
"381",13458
"382",13468
"383",13478
"384",13484
"385",13521
"386",13537
"387",13538
"388",13562
"389",13582
"390",13815
"391",13829
"392",13830
"393",13843
"394",13846
"395",13852
"396",13855
"397",13856
"398",13870
"399",13875
"400",13922
"401",13951
"402",13968
"403",14176
"404",14179
"405",14215
"406",14231
"407",14234
"408",14239
"409",14248
"410",14271
"411",14274
"412",14282
"413",14284
"414",14292
"415",14506
"416",14507
"417",14533
"418",14541
"419",14555
"420",14577
"421",14601
"422",14626
"423",14629
"424",14648
"425",14653
"426",14654
"427",14661
"428",14900
"429",14937
