"January","February","March","April","May","June","July","August","September","October","November","December"
209,217,318,427,268,127,68,7,0,3,13,92
751,591,551,335,103,0,36,878,1205,1242,1133,935
311,340,402,468,900,1103,1167,386,25,26,84,244
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
