"January","February","March","April","May","June","July","August","September","October","November","December"
896,762,746,671,711,495,301,109,127,281,466,753
255,192,123,194,419,706,960,1161,1103,990,763,503
120,194,402,365,141,29,10,1,0,0,1,15
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
