"","x"
"1",14
"2",49
"3",52
"4",53
"5",54
"6",58
"7",62
"8",63
"9",72
"10",385
"11",442
"12",443
"13",450
"14",720
"15",800
"16",801
"17",804
"18",833
"19",839
"20",841
"21",844
"22",1130
"23",1132
"24",1133
"25",1135
"26",1182
"27",1535
"28",1538
"29",1540
"30",1546
"31",1547
"32",1549
"33",1559
"34",1560
"35",1563
"36",1567
"37",1571
"38",1572
"39",1573
"40",1574
"41",1575
"42",1576
"43",1586
"44",1589
"45",1592
"46",1598
"47",1845
"48",1866
"49",1883
"50",1893
"51",1895
"52",1899
"53",1906
"54",1916
"55",1939
"56",1940
"57",1942
"58",1953
"59",1958
"60",1966
"61",1981
"62",1983
"63",1985
"64",1991
"65",1994
"66",2012
"67",2013
"68",2175
"69",2218
"70",2225
"71",2232
"72",2246
"73",2247
"74",2268
"75",2269
"76",2279
"77",2280
"78",2283
"79",2284
"80",2287
"81",2291
"82",2294
"83",2300
"84",2301
"85",2302
"86",2306
"87",2307
"88",2308
"89",2311
"90",2602
"91",2623
"92",2632
"93",2633
"94",2670
"95",2926
"96",2968
"97",3022
"98",3023
"99",3024
"100",3029
"101",3038
"102",3042
"103",3045
"104",3329
"105",3374
"106",3385
"107",3386
"108",3389
"109",3399
"110",3400
"111",3407
"112",3410
"113",3417
"114",3418
"115",3420
"116",3432
"117",3433
"118",3462
"119",3471
"120",3472
"121",3473
"122",3477
"123",3640
"124",3690
"125",3701
"126",3703
"127",3708
"128",3772
"129",3773
"130",3834
"131",4096
"132",4101
"133",4106
"134",4110
"135",4117
"136",4121
"137",4122
"138",4134
"139",4137
"140",4138
"141",4156
"142",4157
"143",4404
"144",4407
"145",4408
"146",4471
"147",4474
"148",5175
"149",5184
"150",5187
"151",5191
"152",5199
"153",5202
"154",5206
"155",5215
"156",5217
"157",5229
"158",5284
"159",5306
"160",5509
"161",5510
"162",5550
"163",5554
"164",5555
"165",5562
"166",5564
"167",5567
"168",5572
"169",5573
"170",5576
"171",5577
"172",5580
"173",5581
"174",5582
"175",5583
"176",5591
"177",5596
"178",5598
"179",5606
"180",5614
"181",5615
"182",5616
"183",5618
"184",5619
"185",5620
"186",5624
"187",5651
"188",5855
"189",5857
"190",5890
"191",5894
"192",5907
"193",5916
"194",5921
"195",5931
"196",5934
"197",5935
"198",5939
"199",5940
"200",5942
"201",5946
"202",5947
"203",5962
"204",5963
"205",5964
"206",5984
"207",5985
"208",6229
"209",6286
"210",6292
"211",6294
"212",6295
"213",6298
"214",6300
"215",6304
"216",6309
"217",6314
"218",6319
"219",6327
"220",6338
"221",6339
"222",6596
"223",6652
"224",6653
"225",6955
"226",7012
"227",7017
"228",7067
"229",7070
"230",7076
"231",7297
"232",7316
"233",7388
"234",7399
"235",7409
"236",7411
"237",7467
"238",7655
"239",7733
"240",7743
"241",7766
"242",7768
"243",7770
"244",7771
"245",7772
"246",7793
"247",7804
"248",8036
"249",8038
"250",8047
"251",8053
"252",8064
"253",8065
"254",8066
"255",8093
"256",8096
"257",8104
"258",8125
"259",8132
"260",8447
"261",8450
