"January","February","March","April","May","June","July","August","September","October","November","December"
694,666,672,428,3,0,0,442,923,795,560,634
336,292,362,643,1094,1108,1224,804,262,326,387,354
241,190,237,159,174,122,47,25,45,150,283,283
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
