"","x"
"1",1
"2",6
"3",154
"4",165
"5",190
"6",208
"7",247
"8",259
"9",274
"10",281
"11",332
"12",336
"13",348
"14",480
"15",535
"16",564
"17",565
"18",619
"19",910
"20",940
"21",982
"22",1004
"23",1008
"24",1066
"25",1071
"26",1170
"27",1219
"28",1230
"29",1244
"30",1290
"31",1320
"32",1357
"33",1361
"34",1381
"35",1391
"36",1401
"37",1529
"38",1554
"39",1574
"40",1595
"41",1608
"42",1643
"43",1663
"44",1724
"45",1725
"46",1745
"47",1758
"48",1765
"49",1785
"50",1919
"51",1984
"52",2049
"53",2138
"54",2152
"55",2335
"56",2342
"57",2366
"58",2415
"59",2420
"60",2426
"61",2436
"62",2473
"63",2483
"64",2486
"65",2542
"66",2544
"67",2557
"68",2571
"69",2595
"70",2625
"71",2626
"72",2664
"73",2684
"74",2693
"75",2695
"76",2723
"77",2724
"78",2729
"79",2759
"80",2766
"81",2817
"82",2844
"83",2854
"84",2861
"85",2883
"86",2894
"87",2910
"88",2926
"89",3018
"90",3034
"91",3054
"92",3076
"93",3108
"94",3131
"95",3186
"96",3189
"97",3198
"98",3204
"99",3497
"100",3506
"101",3544
"102",3570
"103",3594
"104",3660
"105",3694
"106",3718
"107",3789
"108",3816
"109",3821
"110",3823
"111",3859
"112",3881
"113",3901
"114",3902
"115",3981
"116",3995
"117",4003
"118",4195
"119",4200
"120",4207
"121",4214
"122",4229
"123",4243
"124",4309
"125",4317
"126",4320
"127",4321
"128",4334
"129",4388
"130",4416
"131",4420
"132",4485
"133",4486
"134",4487
"135",4541
"136",4576
"137",4587
"138",4614
"139",4616
"140",4635
"141",4709
"142",4762
"143",4797
"144",4798
"145",4842
"146",4844
"147",4892
"148",4930
"149",4933
"150",4950
"151",4968
"152",4972
"153",4988
"154",4990
"155",5012
"156",5014
"157",5015
"158",5056
"159",5060
"160",5064
"161",5176
"162",5191
"163",5242
"164",5243
"165",5253
"166",5325
"167",5350
"168",5406
"169",5421
"170",5424
"171",5515
"172",5565
"173",5567
"174",5577
"175",5587
"176",5588
"177",5613
"178",5614
"179",5651
"180",5676
"181",5753
"182",5758
"183",5762
"184",5855
"185",5923
"186",6024
"187",6033
"188",6035
"189",6042
"190",6087
"191",6091
"192",6108
"193",6115
"194",6122
"195",6123
"196",6135
"197",6136
"198",6232
"199",6300
"200",6321
"201",6364
"202",6369
"203",6373
"204",6475
"205",6487
"206",6500
"207",6505
"208",6509
"209",6535
"210",6571
"211",6573
"212",6575
"213",6617
"214",6667
"215",6668
"216",6679
"217",6687
"218",6691
"219",6704
"220",6707
"221",6777
"222",6805
"223",6808
"224",6820
"225",6851
"226",6854
"227",6869
"228",6877
"229",6884
"230",6922
"231",6926
"232",6943
"233",6968
"234",6979
"235",7029
"236",7036
"237",7043
"238",7053
"239",7075
"240",7096
"241",7137
"242",7145
"243",7183
"244",7203
"245",7241
"246",7271
"247",7332
"248",7346
"249",7411
"250",7427
"251",7436
"252",7447
"253",7448
"254",7469
"255",7470
"256",7472
"257",7479
"258",7498
"259",7504
"260",7557
"261",7578
"262",7589
"263",7599
"264",7785
"265",7790
"266",7837
"267",7919
"268",7942
"269",7960
"270",7979
"271",7995
"272",8004
"273",8121
"274",8219
"275",8238
"276",8261
"277",8272
"278",8275
"279",8280
"280",8289
"281",8292
"282",8312
"283",8360
"284",8363
"285",8422
"286",8490
"287",8497
"288",8523
"289",8585
"290",8587
"291",8591
"292",8614
"293",8664
"294",8700
"295",8712
"296",8729
"297",8743
"298",8872
"299",8885
"300",8907
"301",8969
"302",8979
"303",9018
"304",9070
"305",9197
"306",9254
"307",9267
"308",9270
"309",9293
"310",9312
"311",9323
"312",9324
"313",9378
"314",9425
"315",9554
"316",9613
"317",9614
"318",9680
"319",9687
"320",9713
"321",9729
"322",9737
"323",9760
"324",9792
"325",9800
"326",9813
"327",9822
"328",9947
"329",9959
"330",9979
"331",9999
"332",10008
"333",10059
"334",10071
"335",10074
"336",10080
"337",10094
"338",10137
"339",10141
"340",10153
"341",10193
"342",10324
"343",10345
"344",10365
"345",10370
"346",10393
"347",10426
"348",10434
"349",10461
"350",10485
"351",10514
"352",10536
"353",10554
"354",10557
"355",10570
"356",10588
"357",10711
"358",10720
"359",10753
"360",10765
"361",10788
"362",10790
"363",10800
"364",10839
"365",10846
"366",10859
"367",10869
"368",10906
"369",10922
"370",11082
"371",11089
"372",11094
"373",11098
"374",11107
"375",11119
"376",11144
"377",11145
"378",11157
"379",11176
"380",11190
"381",11206
"382",11255
"383",11264
"384",11300
"385",11385
"386",11386
"387",11437
"388",11470
"389",11494
"390",11531
"391",11542
"392",11558
"393",11566
"394",11596
"395",11601
"396",11633
"397",11650
"398",11694
"399",11767
"400",11799
"401",11800
"402",11834
"403",11874
"404",11910
"405",12006
"406",12025
"407",12042
"408",12046
"409",12151
"410",12181
"411",12195
"412",12282
"413",12308
"414",12312
"415",12344
"416",12345
"417",12351
"418",12361
"419",12455
"420",12457
"421",12512
"422",12513
"423",12541
"424",12563
"425",12592
"426",12609
"427",12649
"428",12656
"429",12671
"430",12681
"431",12699
"432",12744
"433",12760
"434",12882
"435",12941
"436",12992
"437",13013
"438",13081
"439",13093
"440",13096
"441",13099
"442",13106
"443",13126
"444",13140
"445",13243
"446",13258
"447",13260
"448",13277
"449",13283
"450",13289
"451",13294
"452",13300
"453",13303
"454",13333
"455",13373
"456",13416
"457",13433
"458",13439
"459",13441
"460",13457
"461",13604
"462",13605
"463",13622
"464",13639
"465",13666
"466",13704
"467",13726
"468",13737
"469",13740
"470",13750
"471",13773
"472",13790
"473",13800
"474",13806
"475",13817
"476",13821
"477",13839
"478",13962
"479",14060
"480",14068
"481",14072
"482",14080
"483",14093
"484",14130
"485",14138
"486",14142
"487",14155
"488",14168
"489",14170
"490",14202
"491",14206
"492",14373
"493",14422
"494",14450
"495",14457
"496",14524
"497",14525
"498",14565
"499",14591
"500",14622
"501",14706
"502",14718
"503",14726
"504",14744
"505",14790
"506",14795
"507",14806
"508",14870
"509",14871
"510",14896
"511",14900
"512",14913
"513",14941
