"","x"
"1",7
"2",10
"3",11
"4",19
"5",55
"6",67
"7",104
"8",134
"9",146
"10",160
"11",185
"12",194
"13",220
"14",236
"15",244
"16",245
"17",263
"18",282
"19",301
"20",315
"21",363
"22",394
"23",395
"24",412
"25",432
"26",436
"27",441
"28",444
"29",449
"30",455
"31",468
"32",510
"33",518
"34",527
"35",541
"36",547
"37",548
"38",562
"39",573
"40",577
"41",594
"42",595
"43",596
"44",602
"45",642
"46",649
"47",651
"48",660
"49",673
"50",676
"51",678
"52",694
"53",695
"54",710
"55",731
"56",732
"57",753
"58",767
"59",773
"60",774
"61",775
"62",800
"63",801
"64",808
"65",817
"66",828
"67",829
"68",841
"69",864
"70",872
"71",878
"72",886
"73",891
"74",892
"75",893
"76",895
"77",900
"78",921
"79",934
"80",952
"81",958
"82",972
"83",973
"84",1055
"85",1056
"86",1079
"87",1083
"88",1095
"89",1103
"90",1116
"91",1142
"92",1143
"93",1146
"94",1155
"95",1165
"96",1166
"97",1167
"98",1172
"99",1174
"100",1183
"101",1192
"102",1198
"103",1199
"104",1204
"105",1207
"106",1210
"107",1223
"108",1232
"109",1239
"110",1255
"111",1273
"112",1294
"113",1295
"114",1314
"115",1336
"116",1344
"117",1378
"118",1407
"119",1411
"120",1418
"121",1419
"122",1436
"123",1437
"124",1443
"125",1447
"126",1450
"127",1463
"128",1464
"129",1491
"130",1495
"131",1497
"132",1523
"133",1531
"134",1544
"135",1545
"136",1567
"137",1577
"138",1579
"139",1605
"140",1606
"141",1628
"142",1665
"143",1687
"144",1694
"145",1710
"146",1711
"147",1716
"148",1737
"149",1763
"150",1776
"151",1789
"152",1813
"153",1820
"154",1847
"155",1854
"156",1860
"157",1861
"158",1867
"159",1868
"160",1882
"161",1894
"162",1905
"163",1949
"164",1958
"165",1961
"166",1965
"167",1968
"168",1990
"169",2068
"170",2114
"171",2123
"172",2129
"173",2140
"174",2159
"175",2169
"176",2170
"177",2176
"178",2179
"179",2185
"180",2186
"181",2192
"182",2210
"183",2239
"184",2246
"185",2247
"186",2256
"187",2261
"188",2280
"189",2283
"190",2305
"191",2311
"192",2312
"193",2313
"194",2315
"195",2322
"196",2346
"197",2352
"198",2364
"199",2367
"200",2395
"201",2421
"202",2422
"203",2428
"204",2459
"205",2470
"206",2471
"207",2474
"208",2484
"209",2492
"210",2514
"211",2524
"212",2527
"213",2531
"214",2535
"215",2538
"216",2540
"217",2549
"218",2563
"219",2567
"220",2577
"221",2588
"222",2589
"223",2607
"224",2608
"225",2622
"226",2640
"227",2648
"228",2654
"229",2687
"230",2698
"231",2708
"232",2732
"233",2739
"234",2743
"235",2747
"236",2804
"237",2820
"238",2825
"239",2834
"240",2841
"241",2847
"242",2850
"243",2857
"244",2858
